pmcid,journal,year,title,has_xml,fetch_ok
PMC8188302,Immunity,2021,Deep spatial profiling of human COVID-19 brains reveals neuroinflammation with distinct microanatomical microglia-T-cell interactions.,True,True
PMC9759997,Immunity,2021,A no-Wnt situation for alveolar macrophage self-renewal.,True,True
PMC8284597,Immunity,2021,Megakaryocyte production is sustained by direct differentiation from erythromyeloid progenitors in the yolk sac until midgestation.,True,True
PMC8106882,Immunity,2021,Distinct immunological signatures discriminate severe COVID-19 from non-SARS-CoV-2-driven critical pneumonia.,True,True
PMC8125900,Immunity,2021,Longitudinal analysis reveals that delayed bystander CD8+ T cell activation and early immune pathology distinguish severe COVID-19 from mild disease.,True,True
PMC8106883,Immunity,2021,SARS-CoV-2 exacerbates proinflammatory responses in myeloid cells through C-type lectin receptors and Tweety family member 2.,True,True
PMC8284598,Immunity,2021,Age-related changes in the local milieu of inflamed tissues cause aberrant neutrophil trafficking and subsequent remote organ damage.,True,True
PMC8101792,Immunity,2021,Profiling B cell immunodominance after SARS-CoV-2 infection reveals antibody evolution to non-neutralizing viral targets.,True,True
PMC8116309,Immunity,2021,Optogenetic activation of local colonic sympathetic innervations attenuates colitis by limiting immune cell extravasation.,True,True
PMC8211638,Immunity,2021,The CD94/NKG2A inhibitory receptor educates uterine NK cells to optimize pregnancy outcomes in humans and mice.,True,True
PMC8049468,Immunity,2021,CD8<sup>+</sup> T cells specific for an immunodominant SARS-CoV-2 nucleocapsid epitope display high naive precursor frequency and TCR promiscuity.,True,True
PMC8184127,Immunity,2021,Six distinct NFκB signaling codons convey discrete information to distinguish stimuli and enable appropriate macrophage responses.,False,False
PMC8043652,Immunity,2021,CD8<sup>+</sup> T cells specific for an immunodominant SARS-CoV-2 nucleocapsid epitope cross-react with selective seasonal coronaviruses.,True,True
PMC8050210,Immunity,2021,Single-cell chromatin accessibility landscape identifies tissue repair program in human regulatory T cells.,True,True
PMC8015430,Immunity,2021,Neutralization potency of monoclonal antibodies recognizing dominant and subdominant epitopes on SARS-CoV-2 Spike is impacted by the B.1.1.7 variant.,True,True
PMC8043654,Immunity,2021,Immune dysregulation and autoreactivity correlate with disease severity in SARS-CoV-2-associated multisystem inflammatory syndrome in children.,True,True
PMC7951561,Immunity,2021,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19.,True,True
PMC7988739,Immunity,2021,Multi-cohort analysis of host immune response identifies conserved protective and detrimental modules associated with severity across viruses.,True,True
PMC7960510,Immunity,2021,Global analysis of shared T cell specificities in human non-small cell lung cancer enables HLA inference and antigen discovery.,True,True
PMC7871888,Immunity,2021,ILC1: guardians of the oral mucosa against enemy viruses.,True,True
PMC7871825,Immunity,2021,COVID-19 immune signatures reveal stable antiviral T cell function despite declining humoral responses.,True,True
PMC7826135,Immunity,2021,B cell memory: understanding COVID-19.,True,True
PMC7846242,Immunity,2021,Leveraging the antiviral type I interferon system as a first line of defense against SARS-CoV-2 pathogenicity.,True,True
PMC7859620,Immunity,2021,"A modified vaccinia Ankara vector-based vaccine protects macaques from SARS-CoV-2 infection, immune pathology, and dysfunction in the lungs.",True,True
PMC7831653,Immunity,2020,Neurological Manifestations of COVID-19 Feature T Cell Exhaustion and Dedifferentiated Monocytes in Cerebrospinal Fluid.,True,True
PMC7749639,Immunity,2020,T Cell Memory: Understanding COVID-19.,True,True
PMC7834198,Immunity,2020,"PD-1-Expressing SARS-CoV-2-Specific CD8<sup>+</sup> T Cells Are Not Exhausted, but Functional in Patients with COVID-19.",True,True
PMC7834619,Immunity,2020,Antiviral Effector RTP4 Bats against Flaviviruses.,True,True
PMC7772804,Immunity,2020,Antagonistic Inflammatory Phenotypes Dictate Tumor Fate and Response to Immune Checkpoint Blockade.,True,True
PMC7687490,Immunity,2020,Nanoparticle Vaccines Based on the Receptor Binding Domain (RBD) and Heptad Repeat (HR) of SARS-CoV-2 Elicit Robust Protective Immune Responses.,True,True
PMC7689350,Immunity,2020,Low-Avidity CD4<sup>+</sup> T Cell Responses to SARS-CoV-2 in Unexposed Individuals and Humans with Severe COVID-19.,True,True
PMC7689306,Immunity,2020,"Longitudinal Multi-omics Analyses Identify Responses of Megakaryocytes, Erythroid Cells, and Plasmablasts as Hallmarks of Severe COVID-19.",True,True
PMC7680029,Immunity,2020,SARS-CoV-2 mRNA Vaccines Foster Potent Antigen-Specific Germinal Center Responses Associated with Neutralizing Antibody Generation.,True,True
PMC7837214,Immunity,2020,Ribosome-Targeting Antibiotics Impair T Cell Effector Function and Ameliorate Autoimmunity by Blocking Mitochondrial Protein Synthesis.,True,True
PMC7687367,Immunity,2020,Cross-Neutralization of a SARS-CoV-2 Antibody to a Functionally Conserved Site Is Mediated by Avidity.,True,True
PMC7664363,Immunity,2020,SARS-CoV-2 Epitopes Are Recognized by a Public and Diverse Repertoire of Human T Cell Receptors.,True,True
PMC7772752,Immunity,2020,Polyreactive Broadly Neutralizing B cells Are Selected to Provide Defense against Pandemic Threat Influenza Viruses.,True,True
PMC7574896,Immunity,2020,Plasma Proteomics Identify Biomarkers and Pathogenesis of COVID-19.,True,True
PMC7574860,Immunity,2020,Unbiased Screens Show CD8&lt;sup&gt;+&lt;/sup&gt; T Cells of COVID-19 Patients Recognize Shared Epitopes in SARS-CoV-2 that Largely Reside outside the Spike Protein.,True,True
PMC7554472,Immunity,2020,Orthogonal SARS-CoV-2 Serological Assays Enable Surveillance of Low-Prevalence Communities and Reveal Durable Humoral Immunity.,True,True
PMC7562821,Immunity,2020,Second-Strand Synthesis-Based Massively Parallel scRNA-Seq Reveals Cellular States and Molecular Features of Human Inflammatory Skin Pathologies.,True,True
PMC7840524,Immunity,2020,Tetracycline Antibiotics Induce Host-Dependent Disease Tolerance to Infection.,True,True
PMC7501731,Immunity,2020,Osteopontin Expression Identifies a Subset of Recruited Macrophages Distinct from Kupffer Cells in the Fatty Liver.,True,True
PMC7491485,Immunity,2020,Systemic Immunometabolism: Challenges and Opportunities.,True,True
PMC7491384,Immunity,2020,Dietary Regulation of Immunity.,True,True
PMC7451196,Immunity,2020,Multifaceted Effects of Antigen Valency on B Cell Response Composition and Differentiation In Vivo.,True,True
PMC7434483,Immunity,2020,Interferon-λ at the Center of the Storm.,True,True
PMC7402670,Immunity,2020,Acute SARS-CoV-2 Infection Impairs Dendritic Cell and T Cell Responses.,True,True
PMC7430299,Immunity,2020,Implications of Sex Differences in Immunity for SARS-CoV-2 Pathogenesis and Design of Therapeutic Interventions.,True,True
PMC7447982,Immunity,2020,Differential IRF8 Transcription Factor Requirement Defines Two Pathways of Dendritic Cell Development in Humans.,True,True
PMC7398039,Immunity,2020,Complex Autoinflammatory Syndrome Unveils Fundamental Principles of JAK1 Kinase Transcriptional and Biochemical Function.,True,True
PMC7392190,Immunity,2020,Distinct Early Serological Signatures Track with SARS-CoV-2 Survival.,True,True
PMC7368915,Immunity,2020,Single-Cell Sequencing of Peripheral Mononuclear Cells Reveals Distinct Immune Response Landscapes of COVID-19 and Influenza Patients.,True,True
PMC7341821,Immunity,2020,A Genome-wide CRISPR Screen Reveals a Role for the Non-canonical Nucleosome-Remodeling BAF Complex in Foxp3 Expression and Regulatory T Cell Function.,True,True
PMC7362799,Immunity,2020,The Cytokine IL-17A Limits Th17 Pathogenicity via a Negative Feedback Loop Driven by Autocrine Induction of IL-24.,True,True
PMC7500851,Immunity,2020,Flexible Usage and Interconnectivity of Diverse Cell Death Pathways Protect against Intracellular Infection.,True,True
PMC7362873,Immunity,2020,The Cytokine TGF-β Induces Interleukin-31 Expression from Dermal Dendritic Cells to Activate Sensory Neurons and Stimulate Wound Itching.,True,True
PMC7369630,Immunity,2020,An Integrated Multi-omic Single-Cell Atlas of Human B Cell Identity.,True,True
PMC7445430,Immunity,2020,Transcriptional and Functional Analysis of CD1c&lt;sup&gt;+&lt;/sup&gt; Human Dendritic Cells Identifies a CD163&lt;sup&gt;+&lt;/sup&gt; Subset Priming CD8&lt;sup&gt;+&lt;/sup&gt;CD103&lt;sup&gt;+&lt;,True,True
PMC7321048,Immunity,2020,Cytokine Storms: Understanding COVID-19.,True,True
PMC7359798,Immunity,2020,Immune Sensing Mechanisms that Discriminate Self from Altered Self and Foreign Nucleic Acids.,True,True
PMC7309808,Immunity,2020,The COVID-19 Serology Studies Workshop: Recommendations and Challenges.,True,True
PMC7324317,Immunity,2020,Next-Generation Sequencing of T and B Cell Receptor Repertoires from COVID-19 Patients Showed Signatures Associated with Severity of Disease.,True,True
PMC7276322,Immunity,2020,Analysis of a SARS-CoV-2-Infected Individual Reveals Development of Potent Neutralizing Antibodies with Limited Somatic Mutation.,True,True
PMC7237932,Immunity,2020,Respiratory Virus Infections: Understanding COVID-19.,True,True
PMC7207110,Immunity,2020,SARS-CoV-2: Combating Coronavirus Emergence.,True,True
PMC7200337,Immunity,2020,Immunology of COVID-19: Current State of the Science.,True,True
PMC7219410,Immunity,2020,The Promise and Peril of Natural Killer Cell Therapies in Pulmonary Infection.,True,True
PMC7196424,Immunity,2020,Detection of SARS-CoV-2-Specific Humoral and Cellular Immunity in COVID-19 Convalescent Individuals.,True,True
PMC7236739,Immunity,2020,Herd Immunity: Understanding COVID-19.,True,True
PMC7175868,Immunity,2020,"COVID-19: A New Virus, but a Familiar Receptor and Cytokine Release Syndrome.",True,True
PMC7207120,Immunity,2020,Inflammatory Type 2 cDCs Acquire Features of cDC1s and Macrophages to Orchestrate Immunity to Respiratory Virus Infection.,True,True
PMC7237890,Immunity,2020,Visualization of T Cell Migration in the Spleen Reveals a Network of Perivascular Pathways that Guide Entry into T Zones.,True,True
PMC7237888,Immunity,2020,Endocrine Autoimmune Disease as a Fragility of Immune Surveillance against Hypersecreting Mutants.,True,True
PMC7237885,Immunity,2020,Interleukin-33 Signaling Controls the Development of Iron-Recycling Macrophages.,True,True
PMC7136867,Immunity,2020,SARS-CoV-2 Vaccines: Status Report.,True,True
PMC7156918,Immunity,2020,Stromal Cells Covering Omental Fat-Associated Lymphoid Clusters Trigger Formation of Neutrophil Aggregates to Capture Peritoneal Contaminants.,True,True
PMC7194811,Immunity,2020,Something Else to Stress about: Perinatal Stress Attenuates CD8<sup>+</sup> T Cell Activity in Adults.,True,True
PMC7083227,Immunity,2020,Butyrophilin-2A1 Directly Binds Germline-Encoded Regions of the Vγ9Vδ2 TCR and Is Essential for Phosphoantigen Sensing.,True,True
PMC7128389,Immunity,2020,The Role of Lung and Gut Microbiota in the Pathology of Asthma.,True,True
PMC7369640,Immunity,2020,Regulatory T Cells Restrain Interleukin-2- and Blimp-1-Dependent Acquisition of Cytotoxic Function by CD4&lt;sup&gt;+&lt;/sup&gt; T Cells.,True,True
PMC7026712,Immunity,2020,Precursors for Nonlymphoid-Tissue Treg Cells Reside in Secondary Lymphoid Organs and Are Programmed by the Transcription Factor BATF.,True,True
PMC6926485,Immunity,2019,Type I Interferon Signaling Disrupts the Hepatic Urea Cycle and Alters Systemic Metabolism to Suppress T Cell Function.,True,True
PMC6891888,Immunity,2019,Vaccination with Glycan-Modified HIV NFL Envelope Trimer-Liposomes Elicits Broadly Neutralizing Antibodies to Multiple Sites of Vulnerability.,True,True
PMC6868513,Immunity,2019,Butyrophilin-like 3 Directly Binds a Human Vγ4&lt;sup&gt;+&lt;/sup&gt; T Cell Receptor Using a Modality Distinct from Clonally-Restricted Antigen.,True,True
PMC6876284,Immunity,2019,"Stellate Cells, Hepatocytes, and Endothelial Cells Imprint the Kupffer Cell Identity on Monocytes Colonizing the Liver Macrophage Niche.",True,True
PMC6642152,Immunity,2019,Rapid and Focused Maturation of a VRC01-Class HIV Broadly Neutralizing Antibody Lineage Involves Both Binding and Accommodation of the N276-Glycan.,True,True
PMC6642154,Immunity,2019,The Intestine Harbors Functionally Distinct Homeostatic Tissue-Resident and Inflammatory Th17 Cells.,True,True
PMC6591003,Immunity,2019,Pro-inflammatory Aorta-Associated Macrophages Are Involved in Embryonic Development of Hematopoietic Stem Cells.,True,True
PMC6591001,Immunity,2019,The Environmental Sensor AHR Protects from Inflammatory Damage by Maintaining Intestinal Stem Cell Homeostasis and Barrier Integrity.,True,True
PMC6591005,Immunity,2019,Sera Antibody Repertoire Analyses Reveal Mechanisms of Broad and Pandemic Strain Neutralizing Responses after Human Norovirus Vaccination.,True,True
PMC6591006,Immunity,2019,Broad and Potent Neutralizing Antibodies Recognize the Silent Face of the HIV Envelope.,True,True
PMC6642165,Immunity,2019,Polychromic Reporter Mice Reveal Unappreciated Innate Lymphoid Cell Progenitor Heterogeneity and Elusive ILC3 Progenitors in Bone Marrow.,True,True
PMC6476404,Immunity,2019,The Coagulation and Immune Systems Are Directly Linked through the Activation of Interleukin-1α by Thrombin.,True,True
PMC6477155,Immunity,2019,An Id2<sup>RFP</sup>-Reporter Mouse Redefines Innate Lymphoid Cell Precursor Potentials.,True,True
PMC6477154,Immunity,2019,Anti-commensal IgG Drives Intestinal Inflammation and Type 17 Immunity in Ulcerative Colitis.,True,True
PMC6436929,Immunity,2019,A Macrophage-Pericyte Axis Directs Tissue Restoration via Amphiregulin-Induced Transforming Growth Factor Beta Activation.,True,True
PMC6382466,Immunity,2019,Survival of Single Positive Thymocytes Depends upon Developmental Control of RIPK1 Kinase Signaling by the IKK Complex Independent of NF-κB.,True,True
PMC6382411,Immunity,2019,The Short Chain Fatty Acid Butyrate Imprints an Antimicrobial Program in Macrophages.,True,True
PMC6382461,Immunity,2019,Chemokine Receptor Redundancy and Specificity Are Context Dependent.,True,True
PMC6382412,Immunity,2019,Microbiota Sensing by Mincle-Syk Axis in Dendritic Cells Regulates Interleukin-17 and -22 Production and Promotes Intestinal Barrier Integrity.,True,True
PMC6335502,Immunity,2018,Vaccine-Induced Protection from Homologous Tier 2 SHIV Challenge in Nonhuman Primates Depends on Serum-Neutralizing Antibody Titers.,True,True
PMC6303191,Immunity,2018,Inference of the HIV-1 VRC01 Antibody Lineage Unmutated Common Ancestor Reveals Alternative Pathways to Overcome a Key Glycan Barrier.,True,True
PMC6303219,Immunity,2018,Circadian Expression of Migratory Factors Establishes Lineage-Specific Signatures that Guide the Homing of Leukocyte Subsets to Tissues.,True,True
PMC6303217,Immunity,2018,Distinct Compartmentalization of the Chemokines CXCL1 and CXCL2 and the Atypical Receptor ACKR1 Determine Discrete Stages of Neutrophil Diapedesis.,True,True
PMC6269138,Immunity,2018,High-Dimensional Single-Cell Analysis Identifies Organ-Specific Signatures and Conserved NK Cell Subsets in Humans and Mice.,True,True
PMC6269126,Immunity,2018,Modulation of Host Immunity by Helminths: The Expanding Repertoire of Parasite Effector Molecules.,True,True
PMC6345170,Immunity,2018,The Microbial Metabolite Butyrate Stimulates Bone Formation via T Regulatory Cell-Mediated Regulation of WNT10B Expression.,True,True
PMC6199137,Immunity,2018,Human Virus-Derived Small RNAs Can Confer Antiviral Immunity in Mammals.,True,True
PMC6162341,Immunity,2018,PIP5 Kinases Regulate Membrane Phosphoinositide and Actin Composition for Targeted Granule Secretion by Cytotoxic Lymphocytes.,True,True
PMC6162337,Immunity,2018,Antibodies Set Boundaries Limiting Microbial Metabolite Penetration and the Resultant Mammalian Host Response.,True,True
PMC6162340,Immunity,2018,Germinal Center B Cells Replace Their Antigen Receptors in Dark Zones and Fail Light Zone Entry when Immunoglobulin Gene Mutations are Damaging.,True,True
PMC6104742,Immunity,2018,Electron-Microscopy-Based Epitope Mapping Defines Specificities of Polyclonal Antibodies Elicited during HIV-1 BG505 Envelope Trimer Immunization.,True,True
PMC6104739,Immunity,2018,The Environmental Sensor AHR Protects from Inflammatory Damage by Maintaining Intestinal Stem Cell Homeostasis and Barrier Integrity.,True,True
PMC6104815,Immunity,2018,The Transcription Factor ZEB2 Is Required to Maintain the Tissue-Specific Identities of Macrophages.,True,True
PMC6104740,Immunity,2018,DEER Spectroscopy Measurements Reveal Multiple Conformations of HIV-1 SOSIP Envelopes that Show Similarities with Envelopes on Native Virions.,True,True
PMC6104813,Immunity,2018,PD-1 Controls Follicular T Helper Cell Positioning and Function.,True,True
PMC6104738,Immunity,2018,Multifunctional Pan-ebolavirus Antibody Recognizes a Site of Broad Vulnerability on the Ebolavirus Glycoprotein.,True,True
PMC6057275,Immunity,2018,LAG-3 Inhibitory Receptor Expression Identifies Immunosuppressive Natural Regulatory Plasma Cells.,True,True
PMC6015114,Immunity,2018,Tissue-Restricted Adaptive Type 2 Immunity Is Orchestrated by Expression of the Costimulatory Molecule OX40L on Group 2 Innate Lymphoid Cells.,True,True
PMC6024031,Immunity,2018,Autoimmune Th17 Cells Induced Synovial Stromal and Innate Lymphoid Cell Secretion of the Cytokine GM-CSF to Initiate and Augment Autoimmune Arthritis.,True,True
PMC6015119,Immunity,2018,"Protein Kinase C-β Dictates B Cell Fate by Regulating Mitochondrial Remodeling, Metabolic Reprogramming, and Heme Biosynthesis.",True,True
PMC7110998,Immunity,2018,"Holy Immune Tolerance, Batman!",True,True
PMC5910171,Immunity,2018,Regulatory T Cell Migration Is Dependent on Glucokinase-Mediated Glycolysis.,True,True
PMC5823842,Immunity,2018,NKp46 Receptor-Mediated Interferon-γ Production by Natural Killer Cells Increases Fibronectin 1 to Alter Tumor Architecture and Control Metastasis.,True,True
PMC5772175,Immunity,2018,Oxysterol Sensing through the Receptor GPR183 Promotes the Lymphoid-Tissue-Inducing Function of Innate Lymphoid Cells and Colonic Inflammation.,True,True
PMC5772169,Immunity,2018,The Transcription Factor STAT6 Mediates Direct Repression of Inflammatory Enhancers and Limits Activation of Alternatively Polarized Macrophages.,True,True
PMC5746170,Immunity,2017,Oncogenic RAS Signaling Promotes Tumor Immunoresistance by Stabilizing PD-L1 mRNA.,True,True
PMC5736302,Immunity,2017,HIV Envelope Glycoform Heterogeneity and Localized Diversity Govern the Initiation and Maturation of a V2 Apex Broadly Neutralizing Antibody Lineage.,False,False
PMC5772172,Immunity,2017,Cellular Differentiation of Human Monocytes Is Regulated by Time-Dependent Interleukin-4 Signaling and the Transcriptional Regulator NCOR2.,True,True
PMC5714502,Immunity,2017,Regulatory T Cell Migration Is Dependent on Glucokinase-Mediated Glycolysis.,True,True
PMC5654729,Immunity,2017,Epidermal Growth Factor Receptor Expression Licenses Type-2 Helper T Cells to Function in a T Cell Receptor-Independent Fashion.,True,True
PMC5610174,Immunity,2017,Autophagy-Dependent Generation of Free Fatty Acids Is Critical for Normal Neutrophil Differentiation.,True,True
PMC5655542,Immunity,2017,HpARI Protein Secreted by a Helminth Parasite Suppresses Interleukin-33.,True,True
PMC5610147,Immunity,2017,Phenolic Glycolipid Facilitates Mycobacterial Escape from Microbicidal Tissue-Resident Macrophages.,True,True
PMC5519504,Immunity,2017,Human Secretory IgM Emerges from Plasma Cells Clonally Related to Gut Memory B Cells and Targets Highly Diverse Commensals.,True,True
PMC5483234,Immunity,2017,Elicitation of Robust Tier 2 Neutralizing Antibody Responses in Nonhuman Primates by HIV Envelope Trimer Immunization Using Optimized Approaches.,True,True
PMC5441993,Immunity,2017,Human ILC1: To Be or Not to Be.,True,True
PMC5439057,Immunity,2017,Glycine Substitution at Helix-to-Coil Transitions Facilitates the Structural Determination of a Stabilized Subtype C HIV Envelope Glycoprotein.,True,True
PMC5400778,Immunity,2017,"A Broadly Neutralizing Antibody Targets the Dynamic HIV Envelope Trimer Apex via a Long, Rigidified, and Anionic β-Hairpin Structure.",True,True
PMC5965455,Immunity,2017,Reactive Oxygen Species Localization Programs Inflammation to Clear Microbes of Different Size.,True,True
PMC5437702,Immunity,2017,Fc-Optimized Anti-CD25 Depletes Tumor-Infiltrating Regulatory T Cells and Synergizes with PD-1 Blockade to Eradicate Established Tumors.,True,True
PMC5337620,Immunity,2017,A Relay Pathway between Arginine and Tryptophan Metabolism Confers Immunosuppressive Properties on Dendritic Cells.,True,True
PMC7128247,Immunity,2017,Respiratory Syncytial Virus Infects Regulatory B Cells in Human Neonates via Chemokine Receptor CX3CR1 and Promotes Lung Disease Severity.,True,True
PMC5263257,Immunity,2017,On-going Mechanical Damage from Mastication Drives Homeostatic Th17 Cell Responses at the Oral Barrier.,True,True
PMC5337619,Immunity,2017,CD49a Expression Defines Tissue-Resident CD8<sup>+</sup> T Cells Poised for Cytotoxic Function in Human Skin.,True,True
PMC5263259,Immunity,2017,Lymphocyte Circadian Clocks Control Lymph Node Trafficking and Adaptive Immune Responses.,True,True
PMC12994606,Cancer Cell,2026,IGSF11-VISTA is a critical and targetable immune checkpoint axis in diffuse midline glioma.,True,True
PMC12867001,Cancer Cell,2025,"Spatial omics at the forefront: emerging technologies, analytical innovations, and clinical applications.",True,True
PMC12774452,Cancer Cell,2025,Tumor-infiltrating bacteria disrupt cancer epithelial cell interactions and induce cell-cycle arrest.,True,True
PMC12903672,Cancer Cell,2025,Lymphoma accelerates T cell and tissue aging.,True,True
PMC12506828,Cancer Cell,2025,Adoptively transferred Th17 cells cooperate with host B cells to achieve durable tumor immunity.,True,True
PMC12440132,Cancer Cell,2025,"Circulating tumor cells: Blood-based detection, molecular biology, and clinical applications.",True,True
PMC12416865,Cancer Cell,2025,TIM3&lt;sup&gt;+&lt;/sup&gt; breast cancer cells license immune evasion during micrometastasis outbreak.,True,True
PMC12165282,Cancer Cell,2025,Tumor and immune reprogramming during immunotherapy in advanced renal cell carcinoma.,True,True
PMC12270473,Cancer Cell,2025,Understanding and reversing mammary tumor-driven reprogramming of myelopoiesis to reduce metastatic spread.,True,True
PMC7618647,Cancer Cell,2025,Stromal lipid species dictate melanoma metastasis and tropism.,True,True
PMC12991876,Cancer Cell,2025,Circular RMST cooperates with lineage-driving transcription factors to govern neuroendocrine transdifferentiation.,True,True
PMC12232206,Cancer Cell,2025,Genomic mediators of acquired resistance to immunotherapy in metastatic melanoma.,True,True
PMC11949768,Cancer Cell,2025,Classification of non-TCGA cancer samples to TCGA molecular subtypes using compact feature sets.,True,True
PMC7618010,Cancer Cell,2024,Elucidating acquired PARP inhibitor resistance in advanced prostate cancer.,True,True
PMC12700659,Cancer Cell,2024,Long-term breast cancer response to CDK4/6 inhibition defined by TP53-mediated geroconversion.,True,True
PMC12147762,Cancer Cell,2024,Targeting the mSWI/SNF complex in POU2F-POU2AF transcription factor-driven malignancies.,True,True
PMC12979251,Cancer Cell,2024,Tracking in situ checkpoint inhibitor-bound target T cells in patients with checkpoint-induced colitis.,True,True
PMC11008188,Cancer Cell,2024,Single-cell systems pharmacology identifies development-driven drug response and combination therapy in B cell acute lymphoblastic leukemia.,True,True
PMC11003465,Cancer Cell,2024,Multimodal stimulation screens reveal unique and shared genes limiting T cell fitness.,True,True
PMC11003464,Cancer Cell,2024,Retinoic acid receptor activation reprograms senescence response and enhances anti-tumor activity of natural killer cells.,True,True
PMC10929690,Cancer Cell,2024,Cancer-associated fibroblast phenotypes are associated with patient outcome in non-small cell lung cancer.,True,True
PMC10982990,Cancer Cell,2024,Tumor- and circulating-free DNA methylation identifies clinically relevant small cell lung cancer subtypes.,True,True
PMC10864002,Cancer Cell,2024,Interferon-stimulated neutrophils as a predictor of immunotherapy response.,True,True
PMC10783802,Cancer Cell,2024,Distinct spatiotemporal dynamics of CD8<sup>+</sup> T cell-derived cytokines in the tumor microenvironment.,True,True
PMC10864003,Cancer Cell,2024,Integrative analysis of neuroblastoma by single-cell RNA sequencing identifies the NECTIN2-TIGIT axis as a target for immunotherapy.,True,True
PMC10729843,Cancer Cell,2023,Spatiotemporal genomic profiling of intestinal metaplasia reveals clonal dynamics of gastric cancer progression.,True,True
PMC10644900,Cancer Cell,2023,TIM-3 blockade in diffuse intrinsic pontine glioma models promotes tumor regression and antitumor immune memory.,True,True
PMC11113010,Cancer Cell,2023,CMTM6 shapes antitumor T cell response through modulating protein expression of CD58 and PD-L1.,True,True
PMC10507426,Cancer Cell,2023,Machine learning identifies experimental brain metastasis subtypes based on their influence on neural circuits.,True,True
PMC11229185,Cancer Cell,2023,Tumor dynamics in patients with solid tumors treated with pembrolizumab beyond disease progression.,True,True
PMC10507381,Cancer Cell,2023,Transformer-based biomarker prediction from colorectal cancer histology: A large-scale multicentric study.,True,True
PMC10530398,Cancer Cell,2023,"Loss of SYNCRIP unleashes APOBEC-driven mutagenesis, tumor heterogeneity, and AR-targeted therapy resistance in prostate cancer.",True,True
PMC11913779,Cancer Cell,2023,Tumor monocyte content predicts immunochemotherapy outcomes in esophageal adenocarcinoma.,True,True
PMC10416265,Cancer Cell,2023,Molecular classification and biomarkers of clinical outcome in breast ductal carcinoma in situ: Analysis of TBCRC 038 and RAHBT cohorts.,True,True
PMC10524856,Cancer Cell,2023,YTHDF2 inhibition potentiates radiotherapy antitumor efficacy.,True,True
PMC10113515,Cancer Cell,2023,Sotrovimab restores neutralization against current Omicron subvariants in patients with blood cancer.,True,True
PMC10171335,Cancer Cell,2023,A living biobank of patient-derived ductal carcinoma in situ mouse-intraductal xenografts identifies risk factors for invasive progression.,True,True
PMC10202656,Cancer Cell,2023,Cancer hallmarks intersect with neuroscience in the tumor microenvironment.,True,True
PMC9910012,Cancer Cell,2023,"BQ.1.1, XBB.1, and XBB.1.5 neutralization after bivalent mRNA COVID-19 booster in patients with cancer.",True,True
PMC9942875,Cancer Cell,2023,Base editing screens map mutations affecting interferon-γ signaling in cancer.,True,True
PMC9833846,Cancer Cell,2022,Genetic and pharmacological modulation of DNA mismatch repair heterogeneous tumors promotes immune surveillance.,True,True
PMC9767677,Cancer Cell,2022,Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer.,True,True
PMC9767679,Cancer Cell,2022,High-resolution single-cell atlas reveals diversity and plasticity of tissue-resident neutrophils in non-small cell lung cancer.,True,True
PMC9669212,Cancer Cell,2022,Multi-omic analyses of changes in the tumor microenvironment of pancreatic adenocarcinoma following neoadjuvant treatment with anti-PD-1 therapy.,True,True
PMC9673683,Cancer Cell,2022,Spatial epitope barcoding reveals clonal tumor patch behaviors.,True,True
PMC9580613,Cancer Cell,2022,"Cancer cell autophagy, reprogrammed macrophages, and remodeled vasculature in glioblastoma triggers tumor immunity.",True,True
PMC10393267,Cancer Cell,2022,A covalent inhibitor of K-Ras(G12C) induces MHC class I presentation of haptenated peptide neoepitopes targetable by immunotherapy.,True,True
PMC9515386,Cancer Cell,2022,De novo pyrimidine synthesis is a targetable vulnerability in IDH mutant glioma.,False,False
PMC9247283,Cancer Cell,2022,Increased antibody titers and reduced seronegativity following fourth mRNA COVID-19 vaccination in patients with cancer.,True,True
PMC9387775,Cancer Cell,2022,Pan-cancer proteomic map of 949 human cell lines.,True,True
PMC9190070,Cancer Cell,2022,Cancer vaccines.,True,True
PMC9149241,Cancer Cell,2022,Impaired humoral immunity is associated with prolonged COVID-19 despite robust CD8 T cell responses.,True,True
PMC9108069,Cancer Cell,2022,Activity of AZD7442 (tixagevimab-cilgavimab) against Omicron SARS-CoV-2 in patients with hematologic malignancies.,True,True
PMC9040439,Cancer Cell,2022,Risk factors for poor humoral response to primary and booster SARS-CoV-2 vaccination in hematologic and oncological outpatients-COVIDOUT study.,True,True
PMC9116569,Cancer Cell,2022,Enhanced but variant-dependent serological and cellular immune responses to third-dose BNT162b2 vaccination in patients with multiple myeloma.,True,True
PMC9072807,Cancer Cell,2022,COVID-19 vaccines elicit robust cellular immunity and clinical protection in chronic lymphocytic leukemia.,True,True
PMC9020481,Cancer Cell,2022,Longitudinal COVID-19-vaccination-induced antibody responses and Omicron neutralization in patients with lung cancer.,True,True
PMC9021039,Cancer Cell,2022,COVID-19 in patients with lymphoproliferative diseases during the Omicron variant surge.,True,True
PMC8983835,Cancer Cell,2022,Augmentation of humoral and cellular immune responses after third-dose SARS-CoV-2 vaccination and viral neutralization in myeloma patients.,True,True
PMC9001251,Cancer Cell,2022,Enhanced SARS-CoV-2 breakthrough infections in patients with hematologic and solid cancers due to Omicron.,True,True
